Index,Humidity,Temperature,UV Power,Power,Pressure
220,58,18,270,1400218,101.78
221,58,18,270,1400218,101.78
222,58,18,270,1400218,101.78
223,58,18,270,1400218,101.78
224,58,18,270,1400218,101.78
225,58,18,270,1400218,101.78
226,58,18,270,1400218,101.78
227,58,18,270,1400218,101.78
228,58,18,270,1400218,101.78
229,58,18,270,1400218,101.78
230,58,18,270,1400218,101.78
231,58,18,270,1400218,101.78
232,58,18,270,1400218,101.78
233,58,18,270,1400218,101.78
234,58,18,270,1400218,101.78
235,58,18,270,1400218,101.78
236,58,18,270,1400218,101.78
237,58,18,270,1400218,101.78
238,58,18,270,1400218,101.78
239,58,18,270,1400218,101.78
240,58,18,270,1400218,101.78
241,58,18,270,1400218,101.78
242,58,18,270,1400218,101.78
243,58,18,270,1400218,101.78
244,58,18,270,1400218,101.78
245,58,18,270,1400218,101.78
246,58,18,270,1400218,101.78
247,58,18,270,1400218,101.78
